text,clean_text,sentiment
tidak menyesal beli pelayanan ini mantap banget,sesal beli layan bagus sangat,positive
desainnya terbaik dan keren,desain baik keren,positive
kokoh sekali barang ini recommended,kokoh sekali barang recommended,positive
kualitas benar-benar puas harga bersahabat,kualitas benarbenar puas harga sahabat,positive
pelayanan ini puas,layan puas,positive
packaging bagus packaging top,packaging bagus packaging top,positive
packaging aman seller sangat membantu,packaging aman seller sangat bantu,positive
packaging bagus pengiriman smooth,packaging bagus kirim smooth,positive
halus sekali desain ini recommended,halus sekali desain recommended,positive
sellernya segar dan tahan lama,sellernya segar tahan lama,positive
kualitas sangat recommended harga terjangkau,kualitas sangat recommended harga jangkau,positive
kualitas edun bagusnya harga terjangkau,kualitas edun bagus harga jangkau,positive
packaging rapi pengiriman murah,packaging rapi kirim murah,positive
barang top pengiriman cepat,barang top kirim cepat,positive
pelayanan bagus sekali,layan bagus sekali,positive
halus sekali seller ini recommended,halus sekali seller recommended,positive
pengalaman memakai yang luar biasa,alam pakai luar biasa,positive
saya senang dengan packaging ini,senang packaging,positive
seller baik barang jos,seller baik barang jos,positive
saya senang dengan seller ini,senang seller,positive
barang mudah pengiriman super cepat,barang mudah kirim super cepat,positive
fungsi efisien sekali,fungsi efisien sekali,positive
barang puas pengiriman super cepat,barang puas kirim super cepat,positive
pelayanan ini tahan lama,layan tahan lama,positive
kualitas edun bagusnya harga bersahabat,kualitas edun bagus harga sahabat,positive
recommended banget packagingnya halus,recommended sangat packagingnya halus,positive
desain oke banget sekali,desain oke sangat sekali,positive
bahannya terjangkau dan stabil,bahan jangkau stabil,positive
desain sangat halus pasti beli lagi,desain sangat halus beli,positive
seller luar biasa sekali,seller luar biasa sekali,positive
recommended banget bahannya edun bagusnya,recommended sangat bahan edun bagus,positive
tidak menyesal beli seller ini murah banget,sesal beli seller murah sangat,positive
barang ini efisien,barang efisien,positive
barang sangat puas pengiriman lancar,barang sangat puas kirim lancar,positive
packaging ini sangat puas,packaging sangat puas,positive
pelayanan ini kuat,layan kuat,positive
desain sangat terjangkau pasti beli lagi,desain sangat jangkau beli,positive
sangat luar biasa bagus bahannya,sangat luar biasa bagus bahan,positive
barang kokoh pengiriman cepat,barang kokoh kirim cepat,positive
pengalaman memakai yang enak,alam pakai enak,positive
tidak menyesal beli kualitas ini mantap jiwa banget,sesal beli kualitas bagus jiwa sangat,positive
pelayanan cantik sekali,layan cantik sekali,positive
oke banget sekali desain ini recommended,oke sangat sekali desain recommended,positive
bahannya worth it dan luar biasa,bahan worth it luar biasa,positive
pengalaman belanja yang elegan,alam belanja elegan,positive
kualitasnya terbaik dan lezat,kualitas baik lezat,positive
ini fungsi terbaik yang pernah saya beli,fungsi baik pernah beli,positive
mantap sekali pengiriman ini recommended,bagus sekali kirim recommended,positive
kualitas sangat sangat recommended pasti beli lagi,kualitas sangat sangat recommended beli,positive
packaging aman desain mantap,packaging aman desain bagus,positive
saya senang dengan fungsi ini,senang fungsi,positive
sangat awet desainnya,sangat awet desain,positive
recommended banget desainnya terbaik,recommended sangat desain baik,positive
seller ini praktis,seller praktis,positive
seller responsif packaging worth it,seller responsif packaging worth it,positive
fungsi ini enak,fungsi enak,positive
pengiriman terbaik sekali,kirim baik sekali,positive
pengalaman belanja yang super puas,alam belanja super puas,positive
ini pelayanan terbaik yang pernah saya punya,layan baik pernah punya,positive
seller amanah bahan kuat,seller amanah bahan kuat,positive
pengalaman belanja yang lembut,alam belanja lembut,positive
pelayanan sangat wangi pasti beli lagi,layan sangat wangi beli,positive
seller responsif barang terjangkau,seller responsif barang jangkau,positive
packaging aman kualitas stabil,packaging aman kualitas stabil,positive
produknya awet dan gila keren,produk awet gila keren,positive
sellernya luar biasa bagus dan mantap jiwa,sellernya luar biasa bagus bagus jiwa,positive
pengalaman belanja yang halus,alam belanja halus,positive
desain sangat rapi pasti beli lagi,desain sangat rapi beli,positive
tidak menyesal beli fungsi ini recommended banget,sesal beli fungsi recommended sangat,positive
lembut sekali kualitas ini recommended,lembut sekali kualitas recommended,positive
ini pengiriman terbaik yang pernah saya coba,kirim baik pernah coba,positive
tidak menyesal beli desain ini parah bagusnya banget,sesal beli desain parah bagus sangat,positive
recommended banget bahannya wangi,recommended sangat bahan wangi,positive
barang super puas pengiriman cepat,barang super puas kirim cepat,positive
pengalaman belanja yang berkualitas,alam belanja kualitas,positive
seller sangat cantik pasti beli lagi,seller sangat cantik beli,positive
fungsi lembut sekali,fungsi lembut sekali,positive
pelayanan ini enak,layan enak,positive
pengalaman memakai yang cantik,alam pakai cantik,positive
kualitas oke banget harga murah,kualitas oke sangat harga murah,positive
barang top pengiriman super cepat,barang top kirim super cepat,positive
tidak menyesal beli desain ini recommended banget,sesal beli desain recommended sangat,positive
seller ini keren,seller keren,positive
saya terpuaskan dengan packaging ini,puas packaging,positive
prima sekali barang ini recommended,prima sekali barang recommended,positive
pengalaman belanja yang oke banget,alam belanja oke sangat,positive
produknya luar biasa dan elegan,produk luar biasa elegan,positive
packaging rapi packaging rapi,packaging rapi packaging rapi,positive
tidak menyesal beli bahan ini puas banget,sesal beli bahan puas sangat,positive
kualitas jos harga terjangkau,kualitas jos harga jangkau,positive
sangat nyaman barangnya,sangat nyaman barang,positive
kualitas wangi harga bersahabat,kualitas wangi harga sahabat,positive
barang praktis pengiriman super cepat,barang praktis kirim super cepat,positive
recommended banget sellernya puas,recommended sangat sellernya puas,positive
pengalaman memakai yang mantap jiwa,alam pakai bagus jiwa,positive
desain ini awet,desain awet,positive
desain rapi sekali,desain rapi sekali,positive
kualitas tahan lama harga bersahabat,kualitas tahan lama harga sahabat,positive
oke banget sekali packaging ini recommended,oke sangat sekali packaging recommended,positive
pengalaman memakai yang mudah,alam pakai mudah,positive
kuat sekali barang ini recommended,kuat sekali barang recommended,positive
tidak menyesal beli seller ini awet banget,sesal beli seller awet sangat,positive
seller amanah produk mantap jiwa,seller amanah produk bagus jiwa,positive
terjangkau sekali produk ini recommended,jangkau sekali produk recommended,positive
kualitas jos harga bersahabat,kualitas jos harga sahabat,positive
pengalaman memakai yang efisien,alam pakai efisien,positive
kualitas rapi harga terjangkau,kualitas rapi harga jangkau,positive
barang mudah pengiriman lancar,barang mudah kirim lancar,positive
pelayanannya benar-benar puas dan prima,layan benarbenar puas prima,positive
recommended banget produknya tahan lama,recommended sangat produk tahan lama,positive
packaging aman produk luar biasa bagus,packaging aman produk luar biasa bagus,positive
tidak menyesal beli pelayanan ini top banget,sesal beli layan top sangat,positive
recommended banget packagingnya elegan,recommended sangat packagingnya elegan,positive
seller baik pelayanan mudah,seller baik layan mudah,positive
sangat recommended kualitasnya,sangat recommended kualitas,positive
fungsi sangat terjangkau pasti beli lagi,fungsi sangat jangkau beli,positive
recommended banget desainnya awet,recommended sangat desain awet,positive
seller amanah barang lembut,seller amanah barang lembut,positive
pelayanan efisien sekali,layan efisien sekali,positive
ini bahan terbaik yang pernah saya coba,bahan baik pernah coba,positive
tidak menyesal beli barang ini lezat banget,sesal beli barang lezat sangat,positive
packaging ini recommended,packaging recommended,positive
desain bersih sekali,desain bersih sekali,positive
sellernya wangi dan benar-benar puas,sellernya wangi benarbenar puas,positive
tidak menyesal beli barang ini jos banget,sesal beli barang jos sangat,positive
kualitas worth it harga murah,kualitas worth it harga murah,positive
recommended banget sellernya efisien,recommended sangat sellernya efisien,positive
barang keren pengiriman lancar,barang keren kirim lancar,positive
ini desain terbaik yang pernah saya coba,desain baik pernah coba,positive
bahannya terbaik dan berkualitas,bahan baik kualitas,positive
produk ini tahan lama,produk tahan lama,positive
pengalaman belanja yang prima,alam belanja prima,positive
saya terpuaskan dengan pelayanan ini,puas layan,positive
bahan sangat luar biasa bagus pasti beli lagi,bahan sangat luar biasa bagus beli,positive
seller responsif bahan super puas,seller responsif bahan super puas,positive
desain sangat recommended sekali,desain sangat recommended sekali,positive
seller amanah pengiriman halus,seller amanah kirim halus,positive
pengalaman belanja yang bersih,alam belanja bersih,positive
kualitas recommended sekali,kualitas recommended sekali,positive
recommended banget kualitasnya mantap,recommended sangat kualitas bagus,positive
terjangkau sekali pengiriman ini recommended,jangkau sekali kirim recommended,positive
desain top sekali,desain top sekali,positive
barang cepat pengiriman lancar,barang cepat kirim lancar,positive
barang sangat membantu pengiriman cepat,barang sangat bantu kirim cepat,positive
kualitas ini praktis,kualitas praktis,positive
sangat sangat puas pengirimannya,sangat sangat puas kirim,positive
fungsi cepat sekali,fungsi cepat sekali,positive
kualitas cepat harga terjangkau,kualitas cepat harga jangkau,positive
tidak menyesal beli pelayanan ini sangat membantu banget,sesal beli layan sangat bantu sangat,positive
packaging ini puas,packaging puas,positive
sangat recommended packagingnya,sangat recommended packagingnya,positive
packaging rapi barang mantap jiwa,packaging rapi barang bagus jiwa,positive
kualitas elegan harga terjangkau,kualitas elegan harga jangkau,positive
sangat murah produknya,sangat murah produk,positive
sangat edun bagusnya bahannya,sangat edun bagus bahan,positive
barang sangat edun bagusnya pasti beli lagi,barang sangat edun bagus beli,positive
desain halus sekali,desain halus sekali,positive
packaging aman fungsi luar biasa bagus,packaging aman fungsi luar biasa bagus,positive
desain stabil sekali,desain stabil sekali,positive
saya terpuaskan dengan produk ini,puas produk,positive
seller amanah desain super puas,seller amanah desain super puas,positive
produk ini kuat,produk kuat,positive
seller baik barang top,seller baik barang top,positive
tidak menyesal beli seller ini puas banget,sesal beli seller puas sangat,positive
pelayanan terjangkau sekali,layan jangkau sekali,positive
kualitas sangat wangi pasti beli lagi,kualitas sangat wangi beli,positive
kualitas smooth harga murah,kualitas smooth harga murah,positive
pengalaman memakai yang prima,alam pakai prima,positive
packaging bagus barang super puas,packaging bagus barang super puas,positive
barang worth it pengiriman lancar,barang worth it kirim lancar,positive
pengalaman belanja yang enak,alam belanja enak,positive
tidak menyesal beli desain ini lezat banget,sesal beli desain lezat sangat,positive
gila keren sekali barang ini recommended,gila keren sekali barang recommended,positive
tidak menyesal beli bahan ini elegan banget,sesal beli bahan elegan sangat,positive
barang murah pengiriman super cepat,barang murah kirim super cepat,positive
sangat jos desainnya,sangat jos desain,positive
barang top sekali,barang top sekali,positive
bahan prima sekali,bahan prima sekali,positive
seller amanah pelayanan worth it,seller amanah layan worth it,positive
seller ini worth it,seller worth it,positive
kualitas sangat mantap jiwa pasti beli lagi,kualitas sangat bagus jiwa beli,positive
bahan rapi sekali,bahan rapi sekali,positive
packaging ini sangat membantu,packaging sangat bantu,positive
kualitasnya prima dan sangat puas,kualitas prima sangat puas,positive
pengiriman sangat puas pasti beli lagi,kirim sangat puas beli,positive
barang kuat pengiriman cepat,barang kuat kirim cepat,positive
packaging sangat puas sekali,packaging sangat puas sekali,positive
packaging bagus seller jos,packaging bagus seller jos,positive
barang worth it pengiriman cepat,barang worth it kirim cepat,positive
kualitas mantap jiwa harga bersahabat,kualitas bagus jiwa harga sahabat,positive
